ISLAND,Date,Day,Month,Year,Surveyor,Site,Start Time,End Time,TransectSite,Transect,Growth form,Latitude,Longitude,Temperature,Taxa,Genera,Species,Color morph,Size,Health status,Unhealthy status,Unhealthy,Unhealthy ID,percentUH,Location on colony,Margins,Shapes,Structures affected,Lesion,Photo,Sample ID #,Notes,
LHI,20/11/18,20,2018 November,2018,Tess,North Bay,2:38,3:12,7,19,Branching,,,,Seriatopora,Seriatopora,hystrix,Brown/Yellow,S,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,20/11/18,20,2018 November,2018,Tess,North Bay,2:38,3:12,7,19,Branching,,,,Seriatopora,Seriatopora,hystrix,Brown/Yellow,L,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,20/11/18,20,2018 November,2018,Tess,North Bay,2:38,3:12,7,19,Submassive,,,,Porites,Porites,sp.,,S,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,20/11/18,20,2018 November,2018,Tess,North Bay,2:38,3:12,7,19,Submassive,,,,Porites,Porites,sp.,,S,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,20/11/18,20,2018 November,2018,Tess,North Bay,2:38,3:12,7,19,Submassive,,,,Porites,Porites,sp.,,S,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,20/11/18,20,2018 November,2018,Tess,North Bay,2:38,3:12,7,19,Submassive,,,,Porites,Porites,sp.,,S,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,20/11/18,20,2018 November,2018,Tess,North Bay,2:38,3:12,7,19,Submassive,,,,Porites,Porites,sp.,,S,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,20/11/18,20,2018 November,2018,Tess,North Bay,2:38,3:12,7,19,Submassive,,,,Porites,Porites,sp.,,S,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,20/11/18,20,2018 November,2018,Tess,North Bay,2:38,3:12,7,19,Submassive,,,,Porites,Porites,sp.,,M,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,20/11/18,20,2018 November,2018,Tess,North Bay,2:38,3:12,7,19,Submassive,,,,Porites,Porites,sp.,,L,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,20/11/18,20,2018 November,2018,Tess,North Bay,2:38,3:12,7,19,Staghorn,,,,Acropora,Acropora,PIC,Blue/Pink,L,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,20/11/18,20,2018 November,2018,Tess,North Bay,2:38,3:12,7,19,Staghorn,,,,Acropora,Acropora,PIC,Blue/Pink,L,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,20/11/18,20,2018 November,2018,Tess,North Bay,2:38,3:12,7,19,Staghorn,,,,Acropora,Acropora,PIC,Brown/Yellow,L,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,20/11/18,20,2018 November,2018,Tess,North Bay,2:38,3:12,7,19,Massive,,?,,Other,Homophyllia,pic,Brown/Green,M,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,20/11/18,20,2018 November,2018,Tess,North Bay,2:38,3:12,7,19,Massive,,?,,Other,Astrea,pic,Yellow,S,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,20/11/18,20,2018 November,2018,Tess,North Bay,2:38,3:12,7,19,Massive,,,,Other,Astrea,pic,Yellow,S,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,20/11/18,20,2018 November,2018,Tess,North Bay,2:38,3:12,7,19,Massive,,,,Other,Astrea,pic,Yellow,L,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,20/11/18,20,2018 November,2018,Tess,North Bay,2:38,3:12,7,19,Massive,,?,,Other,Platygyra,pi,,M,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,20/11/18,20,2018 November,2018,Tess,North Bay,2:38,3:12,7,19,Branching,,,,Stylophora,Stylophora,pistillata,Yellow,S,Unhealthy,Other,Injured,Injured,,,,,,,,,Bleached and broken,
LHI,20/11/18,20,2018 November,2018,Tess,North Bay,2:38,3:12,7,19,Branching,,,,Seriatopora,Seriatopora,hystrix,Yellow,S,Unhealthy,Disease,Disease,White syndrome,5,Apical,Smooth,Oblong,Polyp,Tissue loss,Yes,Yes,D007,
LHI,20/11/18,20,2018 November,2018,Tess,North Bay,2:38,3:12,7,19,Branching,,,,Seriatopora,Seriatopora,hystrix,Yellow,S,Unhealthy,Disease,Disease,White syndrome,10,Apical,Smooth,Oblong,Polyp,Tissue loss,Yes,Yes,D008,
LHI,20/11/18,20,2018 November,2018,Tess,North Bay,2:38,3:12,7,19,Table,,,,Acropora,Acropora,,Brown/red,L,Unhealthy,Disease,Disease,SEB,5,Apical,Smooth,Oblong,Polyp,Tissue loss,Yes,Yes,D009,SEB
LHI,20/11/18,20,2018 November,2018,Tess,North Bay,2:38,3:12,8,20,Submassive,,,,Isopora,Isopora,cuneata,Yellow,S,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,20/11/18,20,2018 November,2018,Tess,North Bay,2:38,3:12,8,20,Submassive,,,,Isopora,Isopora,cuneata,Yellow,S,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,20/11/18,20,2018 November,2018,Tess,North Bay,2:38,3:12,8,20,Submassive,,,,Isopora,Isopora,cuneata,Yellow,L,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,20/11/18,20,2018 November,2018,Tess,North Bay,2:38,3:12,8,20,Branching,,,,Stylophora,Stylophora,pistillata,,S,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,20/11/18,20,2018 November,2018,Tess,North Bay,2:38,3:12,8,20,Branching,,,,Stylophora,Stylophora,pistillata,,S,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,20/11/18,20,2018 November,2018,Tess,North Bay,2:38,3:12,8,20,Branching,,,,Stylophora,Stylophora,pistillata,,S,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,20/11/18,20,2018 November,2018,Tess,North Bay,2:38,3:12,8,20,Branching,,,,Stylophora,Stylophora,pistillata,,S,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,20/11/18,20,2018 November,2018,Tess,North Bay,2:38,3:12,8,20,Branching,,,,Stylophora,Stylophora,pistillata,,S,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,20/11/18,20,2018 November,2018,Tess,North Bay,2:38,3:12,8,20,Branching,,,,Stylophora,Stylophora,pistillata,,M,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,20/11/18,20,2018 November,2018,Tess,North Bay,2:38,3:12,8,20,Branching,,,,Seriatopora,Seriatopora,hystrix,Yellow,S,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,20/11/18,20,2018 November,2018,Tess,North Bay,2:38,3:12,8,20,Branching,,,,Seriatopora,Seriatopora,hystrix,Yellow,S,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,20/11/18,20,2018 November,2018,Tess,North Bay,2:38,3:12,8,20,Branching,,,,Seriatopora,Seriatopora,hystrix,Yellow,S,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,20/11/18,20,2018 November,2018,Tess,North Bay,2:38,3:12,8,20,Branching,,,,Seriatopora,Seriatopora,hystrix,Yellow,S,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,20/11/18,20,2018 November,2018,Tess,North Bay,2:38,3:12,8,20,Branching,,,,Seriatopora,Seriatopora,hystrix,Yellow,S,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,20/11/18,20,2018 November,2018,Tess,North Bay,2:38,3:12,8,20,Massive,,,,Other,Cyphastrea,,Brown,L,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,20/11/18,20,2018 November,2018,Tess,North Bay,2:38,3:12,8,20,Massive,,,,Other,Cyphastrea,,Brown,L,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,20/11/18,20,2018 November,2018,Tess,North Bay,2:38,3:12,8,20,Submassive,,,,Porites,Porites,sp.,,S,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,20/11/18,20,2018 November,2018,Tess,North Bay,2:38,3:12,8,20,Submassive,,,,Porites,Porites,sp.,,S,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,20/11/18,20,2018 November,2018,Tess,North Bay,2:38,3:12,8,20,Submassive,,,,Porites,Porites,sp.,,S,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,20/11/18,20,2018 November,2018,Tess,North Bay,2:38,3:12,8,20,Submassive,,,,Porites,Porites,sp.,,S,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,20/11/18,20,2018 November,2018,Tess,North Bay,2:38,3:12,8,20,Submassive,,,,Porites,Porites,sp.,,S,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,20/11/18,20,2018 November,2018,Tess,North Bay,2:38,3:12,8,20,Submassive,,,,Porites,Porites,sp.,,S,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,20/11/18,20,2018 November,2018,Tess,North Bay,2:38,3:12,8,20,Submassive,,,,Porites,Porites,sp.,,S,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,20/11/18,20,2018 November,2018,Tess,North Bay,2:38,3:12,8,20,Submassive,,,,Porites,Porites,sp.,,S,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,20/11/18,20,2018 November,2018,Tess,North Bay,2:38,3:12,8,20,Submassive,,,,Porites,Porites,sp.,,S,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,20/11/18,20,2018 November,2018,Tess,North Bay,2:38,3:12,8,20,Submassive,,,,Porites,Porites,sp.,,M,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,20/11/18,20,2018 November,2018,Tess,North Bay,2:38,3:12,8,20,Submassive,,,,Porites,Porites,sp.,,L,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
