ISLAND,Date,Day,Month,Year,Surveyor,Site,Start Time,End Time,TransectSite,Transect,Growth form,Latitude,Longitude,Temperature,Taxa,Genera,Species,Color morph,Size,Health status,Unhealthy status,Unhealthy,Unhealthy ID,percentUH,Location on colony,Margins,Shapes,Structures affected,Lesion,Photo,Sample ID #,Notes,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,,,5,11,Submassive,,,,Porites,Porites,sp.,Yellow,S,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,,,5,11,Submassive,,,,Porites,Porites,sp.,Yellow,S,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,,,5,11,Submassive,,,,Porites,Porites,sp.,Yellow,S,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,,,5,11,Submassive,,,,Porites,Porites,sp.,Yellow,S,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,,,5,11,Submassive,,,,Porites,Porites,sp.,Yellow,S,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,,,5,11,Submassive,,,,Porites,Porites,sp.,Yellow,M,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,,,5,11,Submassive,,,,Porites,Porites,sp.,Yellow,M,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,,,5,11,Submassive,,,,Porites,Porites,sp.,Yellow,M,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,,,5,11,Submassive,,,,Porites,Porites,sp.,Yellow,M,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,,,5,11,Submassive,,,,Porites,Porites,sp.,Yellow,M,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,,,5,11,Submassive,,,,Porites,Porites,sp.,Yellow,M,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,,,5,11,Submassive,,,,Porites,Porites,sp.,Yellow,M,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,,,5,11,Submassive,,,,Porites,Porites,sp.,Yellow,L,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,,,5,11,Branching,,,,Pocillopora,Pocillopora,damicornis,Yellow,S,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,,,5,11,Branching,,,,Pocillopora,Pocillopora,damicornis,Yellow,S,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,,,5,11,Branching,,,,Pocillopora,Pocillopora,damicornis,Yellow,S,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,,,5,11,Branching,,,,Pocillopora,Pocillopora,damicornis,Yellow,S,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,,,5,11,Branching,,,,Pocillopora,Pocillopora,damicornis,Yellow,S,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,,,5,11,Branching,,,,Pocillopora,Pocillopora,damicornis,Yellow,S,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,,,5,11,Branching,,,,Pocillopora,Pocillopora,damicornis,Yellow,S,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,,,5,11,Branching,,,,Pocillopora,Pocillopora,damicornis,Yellow,M,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,,,5,11,Branching,,,,Pocillopora,Pocillopora,damicornis,Yellow,M,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,,,5,11,Branching,,,,Pocillopora,Pocillopora,damicornis,Yellow,M,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,,,5,11,Branching,,,,Pocillopora,Pocillopora,damicornis,Yellow,M,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,,,5,11,Branching,,,,Pocillopora,Pocillopora,damicornis,Yellow,L,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,,,5,11,Branching,,,,Pocillopora,Pocillopora,damicornis,Yellow,L,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,,,5,11,Branching,,,,Stylophora,Stylophora,pistillata,Yellow,S,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,,,5,11,Branching,,,,Stylophora,Stylophora,pistillata,Yellow,S,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,,,5,11,Branching,,,,Stylophora,Stylophora,pistillata,Yellow,S,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,,,5,11,Branching,,,,Stylophora,Stylophora,pistillata,Yellow,S,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,,,5,11,Branching,,,,Stylophora,Stylophora,pistillata,Yellow,S,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,,,5,11,Submassive,,,,Isopora,Isopora,cuneata,Yellow,S,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,,,5,11,Submassive,,,,Isopora,Isopora,cuneata,Yellow,S,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,,,5,11,Submassive,,,,Isopora,Isopora,cuneata,Yellow,S,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,,,5,11,Submassive,,,,Isopora,Isopora,cuneata,Yellow,S,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,,,5,11,Submassive,,,,Isopora,Isopora,cuneata,Yellow,M,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,,,5,11,Submassive,,,,Isopora,Isopora,cuneata,Yellow,M,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,,,5,11,Submassive,,,,Isopora,Isopora,cuneata,Yellow,L,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,,,5,11,Submassive,,,,Isopora,Isopora,cuneata,Yellow,L,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,,,5,11,Submassive,,,,Isopora,Isopora,cuneata,Yellow,L,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,,,5,11,Submassive,,,,Isopora,Isopora,cuneata,Yellow,L,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,,,5,11,Submassive,,,,Isopora,Isopora,cuneata,Yellow,L,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,,,5,11,Branching,,,,Seriatopora,Seriatopora,hystrix,Yellow,S,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,,,5,11,Branching,,,,Seriatopora,Seriatopora,hystrix,Yellow,S,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,,,5,11,Branching,,,,Seriatopora,Seriatopora,hystrix,Yellow,S,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,,,5,11,Branching,,,,Seriatopora,Seriatopora,hystrix,Yellow,S,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,,,5,11,Branching,,,,Seriatopora,Seriatopora,hystrix,Yellow,S,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,,,5,11,Branching,,,,Seriatopora,Seriatopora,hystrix,Yellow,S,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,,,5,11,Branching,,,,Seriatopora,Seriatopora,hystrix,Yellow,M,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,,,5,11,Branching,,,,Seriatopora,Seriatopora,hystrix,Yellow,L,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,,,5,11,Encrusting,,,,Other,Platygyra,?,,M,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,,,5,11,Encrusting,,,,Other,Platygyra,?,,M,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,,,5,11,Encrusting,,,,Other,Platygyra,?,,L,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,,,5,11,Encrusting,,,,Other,Platygyra,?,,L,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,,,5,11,Massive,,,,Other,Astrea,?,,L,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,,,5,11,Submassive,,,,Isopora,Isopora,cuneata,Yellow,L,Unhealthy,Disease,Disease,White syndrome,10,Apical,Smooth,,Polyp,Tissue loss,Yes,NO,NO TIME,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,,,5,11,Table,,,,Acropora,Acropora,?,,L,Unhealthy,Disease,Disease,White syndrome,1,Apical,,,,Tissue loss,Yes,Yes,1,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,,,5,11,Submassive,,,,Isopora,Isopora,cuneata,Yellow,L,Unhealthy,Disease,Disease,White syndrome,20,Middle,,,,Tissue loss,Yes,NO,NO TIME,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,,,5,11,Submassive,,,,Isopora,Isopora,cuneata,Yellow,L,Unhealthy,Disease,Disease,White syndrome,10,Middle,,,,Tissue loss,Yes,NO,NO TIME,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,,,5,11,Submassive,,,,Isopora,Isopora,cuneata,Yellow,L,Unhealthy,Disease,Disease,White syndrome,10,Middle,,,,Tissue loss,Yes,NO,NO TIME,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,,,5,11,Table,,,,Acropora,Acropora,,,L,Unhealthy,Disease,Disease,White syndrome,1,Apical,Smooth,,,Tissue loss,Yes,Yes,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,,,5,11,Submassive,,,,Isopora,Isopora,cuneata,Yellow,L,Unhealthy,Disease,Disease,White syndrome,15,Peripheral ,Smooth,,,Tissue loss,Yes,NO,NO TIME,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,,,5,11,Branching,,,,Pocillopora,Pocillopora,damicornis,Yellow,L,Unhealthy,Disease,Disease,White syndrome,5,Basal ,Smooth,,Polyp,Tissue loss,Yes,NO,NO TIME,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,,,5,11,Submassive,,,,Isopora,Isopora,cuneata,Yellow,L,Unhealthy,Disease,Disease,White syndrome,10,Basal ,Smooth,,,Tissue loss,Yes,NO,NO TIME,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,,,5,11,Submassive,,,,Isopora,Isopora,cuneata,Yellow,L,Unhealthy,Disease,Disease,White syndrome,10,Basal ,Smooth,,,Tissue loss,Yes,NO,NO TIME,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,,,5,11,Submassive,,,,Isopora,Isopora,cuneata,Yellow,L,Unhealthy,Disease,Disease,White syndrome,10,Basal ,Smooth,,,Tissue loss,Yes,NO,NO TIME,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,,,5,11,Submassive,,,,Isopora,Isopora,cuneata,Yellow,L,Unhealthy,Disease,Disease,White syndrome,10,Basal ,Smooth,,,Tissue loss,Yes,NO,NO TIME,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,6:52,7:14,6,12,Branching,,,,Pocillopora,Pocillopora,damicornis,Brown,S,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,6:52,7:14,6,12,Branching,,,,Pocillopora,Pocillopora,damicornis,Brown,S,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,6:52,7:14,6,12,Branching,,,,Pocillopora,Pocillopora,damicornis,Brown,M,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,6:52,7:14,6,12,Branching,,,,Pocillopora,Pocillopora,damicornis,Brown,M,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,6:52,7:14,6,12,Branching,,,,Pocillopora,Pocillopora,damicornis,Brown,M,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,6:52,7:14,6,12,Branching,,,,Pocillopora,Pocillopora,damicornis,Brown,M,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,6:52,7:14,6,12,Branching,,,,Stylophora,Stylophora,pistillata,Yellow,S,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,6:52,7:14,6,12,Branching,,,,Stylophora,Stylophora,pistillata,Yellow,S,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,6:52,7:14,6,12,Branching,,,,Stylophora,Stylophora,pistillata,Yellow,S,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,6:52,7:14,6,12,Branching,,,,Stylophora,Stylophora,pistillata,Yellow,S,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,6:52,7:14,6,12,Branching,,,,Stylophora,Stylophora,pistillata,Yellow,S,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,6:52,7:14,6,12,Branching,,,,Stylophora,Stylophora,pistillata,Yellow,S,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,6:52,7:14,6,12,Branching,,,,Stylophora,Stylophora,pistillata,Yellow,S,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,6:52,7:14,6,12,Branching,,,,Stylophora,Stylophora,pistillata,Yellow,S,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,6:52,7:14,6,12,Branching,,,,Stylophora,Stylophora,pistillata,Yellow,S,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,6:52,7:14,6,12,Branching,,,,Stylophora,Stylophora,pistillata,Yellow,S,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,6:52,7:14,6,12,Branching,,,,Stylophora,Stylophora,pistillata,Yellow,S,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,6:52,7:14,6,12,Branching,,,,Stylophora,Stylophora,pistillata,Yellow,S,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,6:52,7:14,6,12,Branching,,,,Stylophora,Stylophora,pistillata,Yellow,S,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,6:52,7:14,6,12,Branching,,,,Stylophora,Stylophora,pistillata,Yellow,M,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,6:52,7:14,6,12,Branching,,,,Stylophora,Stylophora,pistillata,Yellow,M,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,6:52,7:14,6,12,Branching,,,,Stylophora,Stylophora,pistillata,Yellow,M,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,6:52,7:14,6,12,Branching,,,,Stylophora,Stylophora,pistillata,Yellow,M,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,6:52,7:14,6,12,Branching,,,,Stylophora,Stylophora,pistillata,Yellow,M,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,6:52,7:14,6,12,Branching,,,,Stylophora,Stylophora,pistillata,Yellow,L,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,6:52,7:14,6,12,Branching,,,,Stylophora,Stylophora,pistillata,Yellow,L,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,6:52,7:14,6,12,Branching,,,,Seriatopora,Seriatopora,hystrix,,S,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,6:52,7:14,6,12,Branching,,,,Seriatopora,Seriatopora,hystrix,,S,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,6:52,7:14,6,12,Branching,,,,Seriatopora,Seriatopora,hystrix,,S,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,6:52,7:14,6,12,Branching,,,,Seriatopora,Seriatopora,hystrix,,S,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,6:52,7:14,6,12,Branching,,,,Seriatopora,Seriatopora,hystrix,,S,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,6:52,7:14,6,12,Branching,,,,Seriatopora,Seriatopora,hystrix,,S,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,6:52,7:14,6,12,Branching,,,,Seriatopora,Seriatopora,hystrix,,M,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,6:52,7:14,6,12,Encrusting,,,,Other,Cyphastrea,,Yellow,S,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,6:52,7:14,6,12,Encrusting,,,,Other,Cyphastrea,,Yellow,M,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,6:52,7:14,6,12,Encrusting,,,,Other,Cyphastrea,,Yellow,L,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,6:52,7:14,6,12,Encrusting,,,,Other,Cyphastrea,,Yellow,L,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,6:52,7:14,6,12,Encrusting,,,,Other,Cyphastrea,,Yellow,L,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,6:52,7:14,6,12,Submassive,,,,Porites,Porites,sp.,,S,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,6:52,7:14,6,12,Submassive,,,,Porites,Porites,sp.,,S,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,6:52,7:14,6,12,Submassive,,,,Porites,Porites,sp.,,S,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,6:52,7:14,6,12,Submassive,,,,Porites,Porites,sp.,,S,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,6:52,7:14,6,12,Submassive,,,,Porites,Porites,sp.,,S,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,6:52,7:14,6,12,Submassive,,,,Porites,Porites,sp.,,S,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,6:52,7:14,6,12,Submassive,,,,Porites,Porites,sp.,,M,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,6:52,7:14,6,12,Submassive,,,,Porites,Porites,sp.,,M,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,6:52,7:14,6,12,Submassive,,,,Porites,Porites,sp.,,M,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,6:52,7:14,6,12,Submassive,,,,Porites,Porites,sp.,,M,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,6:52,7:14,6,12,Submassive,,,,Porites,Porites,sp.,,M,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,6:52,7:14,6,12,Submassive,,,,Porites,Porites,sp.,,M,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,6:52,7:14,6,12,Submassive,,,,Porites,Porites,sp.,,L,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,6:52,7:14,6,12,Submassive,,,,Porites,Porites,sp.,,L,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,6:52,7:14,6,12,Submassive,,,,Porites,Porites,sp.,,L,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,6:52,7:14,6,12,Submassive,,,,Other,Goniopora,,,S,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,6:52,7:14,6,12,Massive,,,,Other,Platygyra,,,S,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,6:52,7:14,6,12,Massive,,,,Other,Platygyra,,,S,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,6:52,7:14,6,12,Table,,,,Acropora,Acropora,PIC,,L,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,6:52,7:14,6,12,Table,,,,Acropora,Acropora,PIC,,L,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,6:52,7:14,6,12,Massive,,,,Other,Astrea,,,L,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,6:52,7:14,6,12,Encrusting,,,,Other,Acanthastrea,pic,,M,Healthy,Healthy,Healthy,Healthy,,,,,,,,,,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,6:52,7:14,6,12,Branching,,,,Other,Montipora,pic,,L,Unhealthy,Disease,Disease,White syndrome,10,Medial ,Smooth,Oblong,Polyp,Tissue loss,Yes,Yes,001 PHOTO ID,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,6:52,7:14,6,12,Table,,,,Acropora,Acropora,?,,L,Unhealthy,Disease,Disease,Growth anomaly,1,Central,,,Coenosarc,Growth anomaly,Yes,Yes,002 SAME AS NEXT SAMPLE,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,6:52,7:14,6,12,Table,,,,Acropora,Acropora,?,,L,Unhealthy,Other,Predation,Predation,10,Peripheral ,,,,,Yes,Yes,"003 SAME COLONY AS ABOVE - DEAN SAID THIS IS HOW THE MASS DIE OFF OF THE OTHER COLONIES STARTED, LOOKED LIKE PREDATION",
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,6:52,7:14,6,12,Submassive,,,,Porites,Porites,sp.,,L,Unhealthy,Disease,Disease,White syndrome,5,Peripheral ,,,,,Yes,Yes,004 PHOTO,
LHI,23/11/18,23,2018 November,2018,Tess,Erscotts Reef,6:52,7:14,6,12,Submassive,,,,Isopora,Isopora,cuneata,,L,Unhealthy,Disease,Disease,White syndrome,5,Central,,,,,Yes,Yes,005 PHOTO,
