 ,Date,Site,Time,Transect,Quadrat,QuadratSite,TransectSite,Aux5,Height (cm),Latitude,Longitude,Comments,Row,Column,CoralTaxa,Taxa,Label,Group,Annotator,Date annotated,Machine suggestion 1
S01T02TQ03.png,18/11/18,Coral Garden,November,2,6,3,2,,,,,,719,45,StPis,StPis,stony coral,stony coral,tess.moriarty,2020-06-30 12:25:56+00:00,
S01T02TQ03.png,18/11/18,Coral Garden,November,2,6,3,2,,,,,,719,138,StPis,StPis,stony coral,stony coral,tess.moriarty,2020-06-30 12:25:56+00:00,
S01T02TQ03.png,18/11/18,Coral Garden,November,2,6,3,2,,,,,,719,230,Rock,Rock,Rock,abiotic,tess.moriarty,2020-06-30 12:25:56+00:00,
S01T02TQ03.png,18/11/18,Coral Garden,November,2,6,3,2,,,,,,719,323,Rock,Rock,Rock,abiotic,tess.moriarty,2020-06-30 12:25:56+00:00,
S01T02TQ03.png,18/11/18,Coral Garden,November,2,6,3,2,,,,,,719,415,Rock,Rock,Rock,abiotic,tess.moriarty,2020-06-30 12:25:56+00:00,
S01T02TQ03.png,18/11/18,Coral Garden,November,2,6,3,2,,,,,,719,508,Rock,Rock,Rock,abiotic,tess.moriarty,2020-06-30 12:25:56+00:00,
S01T02TQ03.png,18/11/18,Coral Garden,November,2,6,3,2,,,,,,719,600,Soft,Soft,Soft,soft coral,tess.moriarty,2020-06-30 12:25:56+00:00,
S01T02TQ03.png,18/11/18,Coral Garden,November,2,6,3,2,,,,,,719,693,Macro,Macro,Macro,algae,tess.moriarty,2020-06-30 12:25:56+00:00,
S01T03Q01.JPG,18/11/18,Coral Garden,November,3,7,1,3,,,,,,40,43,Sand,Sand,Sand,abiotic,tess.moriarty,2020-06-30 12:28:32+00:00,
S01T03Q01.JPG,18/11/18,Coral Garden,November,3,7,1,3,,,,,,40,130,Sand,Sand,Sand,abiotic,tess.moriarty,2020-06-30 12:28:32+00:00,
S01T03Q01.JPG,18/11/18,Coral Garden,November,3,7,1,3,,,,,,40,217,Sand,Sand,Sand,abiotic,tess.moriarty,2020-06-30 12:28:32+00:00,
S01T03Q01.JPG,18/11/18,Coral Garden,November,3,7,1,3,,,,,,40,305,Sand,Sand,Sand,abiotic,tess.moriarty,2020-06-30 12:28:32+00:00,
S01T03Q01.JPG,18/11/18,Coral Garden,November,3,7,1,3,,,,,,40,392,Sand,Sand,Sand,abiotic,tess.moriarty,2020-06-30 12:28:32+00:00,
S01T03Q01.JPG,18/11/18,Coral Garden,November,3,7,1,3,,,,,,40,479,PocDam,PocDam,stony coral,stony coral,tess.moriarty,2020-06-30 12:28:32+00:00,
S01T03Q01.JPG,18/11/18,Coral Garden,November,3,7,1,3,,,,,,40,567,Macro,Macro,Macro,algae,tess.moriarty,2020-06-30 12:28:32+00:00,
S01T03Q01.JPG,18/11/18,Coral Garden,November,3,7,1,3,,,,,,40,654,Rock,Rock,Rock,abiotic,tess.moriarty,2020-06-30 12:28:32+00:00,
S01T03Q01.JPG,18/11/18,Coral Garden,November,3,7,1,3,,,,,,123,43,Sand,Sand,Sand,abiotic,tess.moriarty,2020-06-30 12:28:32+00:00,
S01T03Q01.JPG,18/11/18,Coral Garden,November,3,7,1,3,,,,,,123,130,Rubble,Rubble,Rubble,abiotic,tess.moriarty,2020-06-30 12:28:32+00:00,
S01T03Q01.JPG,18/11/18,Coral Garden,November,3,7,1,3,,,,,,123,217,Sand,Sand,Sand,abiotic,tess.moriarty,2020-06-30 12:28:33+00:00,
S01T03Q01.JPG,18/11/18,Coral Garden,November,3,7,1,3,,,,,,123,305,Sand,Sand,Sand,abiotic,tess.moriarty,2020-06-30 12:28:33+00:00,
S01T03Q01.JPG,18/11/18,Coral Garden,November,3,7,1,3,,,,,,123,392,Sand,Sand,Sand,abiotic,tess.moriarty,2020-06-30 12:28:33+00:00,
S01T03Q01.JPG,18/11/18,Coral Garden,November,3,7,1,3,,,,,,123,479,Sand,Sand,Sand,abiotic,tess.moriarty,2020-06-30 12:28:33+00:00,
S01T03Q01.JPG,18/11/18,Coral Garden,November,3,7,1,3,,,,,,123,567,Sand,Sand,Sand,abiotic,tess.moriarty,2020-06-30 12:28:33+00:00,
S01T03Q01.JPG,18/11/18,Coral Garden,November,3,7,1,3,,,,,,123,654,Rubble,Rubble,Rubble,abiotic,tess.moriarty,2020-06-30 12:28:33+00:00,
S01T03Q01.JPG,18/11/18,Coral Garden,November,3,7,1,3,,,,,,206,43,Sand,Sand,Sand,abiotic,tess.moriarty,2020-06-30 12:28:33+00:00,
S01T03Q01.JPG,18/11/18,Coral Garden,November,3,7,1,3,,,,,,206,130,Sand,Sand,Sand,abiotic,tess.moriarty,2020-06-30 12:28:33+00:00,
S01T03Q01.JPG,18/11/18,Coral Garden,November,3,7,1,3,,,,,,206,217,Sand,Sand,Sand,abiotic,tess.moriarty,2020-06-30 12:28:33+00:00,
S01T03Q01.JPG,18/11/18,Coral Garden,November,3,7,1,3,,,,,,206,305,Rubble,Rubble,Rubble,abiotic,tess.moriarty,2020-06-30 12:28:33+00:00,
S01T03Q01.JPG,18/11/18,Coral Garden,November,3,7,1,3,,,,,,206,392,Rubble,Rubble,Rubble,abiotic,tess.moriarty,2020-06-30 12:28:33+00:00,
S01T03Q01.JPG,18/11/18,Coral Garden,November,3,7,1,3,,,,,,206,479,Sand,Sand,Sand,abiotic,tess.moriarty,2020-06-30 12:28:33+00:00,
S01T03Q01.JPG,18/11/18,Coral Garden,November,3,7,1,3,,,,,,206,567,Rubble,Rubble,Rubble,abiotic,tess.moriarty,2020-06-30 12:28:33+00:00,
S01T03Q01.JPG,18/11/18,Coral Garden,November,3,7,1,3,,,,,,206,654,Goniopora,Goniopora,stony coral,stony coral,tess.moriarty,2020-06-30 12:32:57+00:00,
S01T03Q01.JPG,18/11/18,Coral Garden,November,3,7,1,3,,,,,,289,43,Rubble,Rubble,Rubble,abiotic,tess.moriarty,2020-06-30 12:32:57+00:00,
S01T03Q01.JPG,18/11/18,Coral Garden,November,3,7,1,3,,,,,,289,130,Rubble,Rubble,Rubble,abiotic,tess.moriarty,2020-06-30 12:32:57+00:00,
S01T03Q01.JPG,18/11/18,Coral Garden,November,3,7,1,3,,,,,,289,217,Rubble,Rubble,Rubble,abiotic,tess.moriarty,2020-06-30 12:32:57+00:00,
S01T03Q01.JPG,18/11/18,Coral Garden,November,3,7,1,3,,,,,,289,305,Rubble,Rubble,Rubble,abiotic,tess.moriarty,2020-06-30 12:32:57+00:00,
S01T03Q01.JPG,18/11/18,Coral Garden,November,3,7,1,3,,,,,,289,392,Sand,Sand,Sand,abiotic,tess.moriarty,2020-06-30 12:32:57+00:00,
S01T03Q01.JPG,18/11/18,Coral Garden,November,3,7,1,3,,,,,,289,479,Sand,Sand,Sand,abiotic,tess.moriarty,2020-06-30 12:32:58+00:00,
S01T03Q01.JPG,18/11/18,Coral Garden,November,3,7,1,3,,,,,,289,567,Sand,Sand,Sand,abiotic,tess.moriarty,2020-06-30 12:32:58+00:00,
S01T03Q01.JPG,18/11/18,Coral Garden,November,3,7,1,3,,,,,,289,654,Sand,Sand,Sand,abiotic,tess.moriarty,2020-06-30 12:32:58+00:00,
S01T03Q01.JPG,18/11/18,Coral Garden,November,3,7,1,3,,,,,,372,43,Sand,Sand,Sand,abiotic,tess.moriarty,2020-06-30 12:32:58+00:00,
S01T03Q01.JPG,18/11/18,Coral Garden,November,3,7,1,3,,,,,,372,130,Sand,Sand,Sand,abiotic,tess.moriarty,2020-06-30 12:32:58+00:00,
S01T03Q01.JPG,18/11/18,Coral Garden,November,3,7,1,3,,,,,,372,217,Rubble,Rubble,Rubble,abiotic,tess.moriarty,2020-06-30 12:32:58+00:00,
S01T03Q01.JPG,18/11/18,Coral Garden,November,3,7,1,3,,,,,,372,305,Rubble,Rubble,Rubble,abiotic,tess.moriarty,2020-06-30 12:32:58+00:00,
S01T03Q01.JPG,18/11/18,Coral Garden,November,3,7,1,3,,,,,,372,392,Rubble,Rubble,Rubble,abiotic,tess.moriarty,2020-06-30 12:32:58+00:00,
S01T03Q01.JPG,18/11/18,Coral Garden,November,3,7,1,3,,,,,,372,479,Rubble,Rubble,Rubble,abiotic,tess.moriarty,2020-06-30 12:32:58+00:00,
S01T03Q01.JPG,18/11/18,Coral Garden,November,3,7,1,3,,,,,,372,567,Sand,Sand,Sand,abiotic,tess.moriarty,2020-06-30 12:32:58+00:00,
S01T03Q01.JPG,18/11/18,Coral Garden,November,3,7,1,3,,,,,,372,654,Rubble,Rubble,Rubble,abiotic,tess.moriarty,2020-06-30 12:32:58+00:00,
S01T03Q01.JPG,18/11/18,Coral Garden,November,3,7,1,3,,,,,,455,43,Sand,Sand,Sand,abiotic,tess.moriarty,2020-06-30 12:32:58+00:00,
S01T03Q01.JPG,18/11/18,Coral Garden,November,3,7,1,3,,,,,,455,130,Sand,Sand,Sand,abiotic,tess.moriarty,2020-06-30 12:32:58+00:00,
S01T03Q01.JPG,18/11/18,Coral Garden,November,3,7,1,3,,,,,,455,217,Rubble,Rubble,Rubble,abiotic,tess.moriarty,2020-06-30 12:32:58+00:00,
S01T03Q01.JPG,18/11/18,Coral Garden,November,3,7,1,3,,,,,,455,305,Sand,Sand,Sand,abiotic,tess.moriarty,2020-06-30 12:32:58+00:00,
S01T03Q01.JPG,18/11/18,Coral Garden,November,3,7,1,3,,,,,,455,392,Macro,Macro,Macro,algae,tess.moriarty,2020-06-30 12:32:58+00:00,
S01T03Q01.JPG,18/11/18,Coral Garden,November,3,7,1,3,,,,,,455,479,Sand,Sand,Sand,abiotic,tess.moriarty,2020-06-30 12:32:58+00:00,
S01T03Q01.JPG,18/11/18,Coral Garden,November,3,7,1,3,,,,,,455,567,Rock,Rock,Rock,abiotic,tess.moriarty,2020-06-30 12:32:58+00:00,
S01T03Q01.JPG,18/11/18,Coral Garden,November,3,7,1,3,,,,,,455,654,Sand,Sand,Sand,abiotic,tess.moriarty,2020-06-30 12:32:58+00:00,
S01T03Q01.JPG,18/11/18,Coral Garden,November,3,7,1,3,,,,,,538,43,Sand,Sand,Sand,abiotic,tess.moriarty,2020-06-30 12:32:58+00:00,
S01T03Q01.JPG,18/11/18,Coral Garden,November,3,7,1,3,,,,,,538,130,Rubble,Rubble,Rubble,abiotic,tess.moriarty,2020-06-30 12:32:58+00:00,
S01T03Q01.JPG,18/11/18,Coral Garden,November,3,7,1,3,,,,,,538,217,Sand,Sand,Sand,abiotic,tess.moriarty,2020-06-30 12:32:58+00:00,
S01T03Q01.JPG,18/11/18,Coral Garden,November,3,7,1,3,,,,,,538,305,Rock,Rock,Rock,abiotic,tess.moriarty,2020-06-30 12:32:58+00:00,
S01T03Q01.JPG,18/11/18,Coral Garden,November,3,7,1,3,,,,,,538,392,Macro,Macro,Macro,algae,tess.moriarty,2020-06-30 12:32:58+00:00,
S01T03Q01.JPG,18/11/18,Coral Garden,November,3,7,1,3,,,,,,538,479,Sand,Sand,Sand,abiotic,tess.moriarty,2020-06-30 12:32:58+00:00,
S01T03Q01.JPG,18/11/18,Coral Garden,November,3,7,1,3,,,,,,538,567,Rubble,Rubble,Rubble,abiotic,tess.moriarty,2020-06-30 12:32:58+00:00,
S01T03Q01.JPG,18/11/18,Coral Garden,November,3,7,1,3,,,,,,538,654,Sand,Sand,Sand,abiotic,tess.moriarty,2020-06-30 12:32:58+00:00,
S01T03Q01.JPG,18/11/18,Coral Garden,November,3,7,1,3,,,,,,621,43,Rubble,Rubble,Rubble,abiotic,tess.moriarty,2020-06-30 12:32:58+00:00,
S01T03Q01.JPG,18/11/18,Coral Garden,November,3,7,1,3,,,,,,621,130,Sand,Sand,Sand,abiotic,tess.moriarty,2020-06-30 12:32:58+00:00,
S01T03Q01.JPG,18/11/18,Coral Garden,November,3,7,1,3,,,,,,621,217,Sand,Sand,Sand,abiotic,tess.moriarty,2020-06-30 12:32:58+00:00,
S01T03Q01.JPG,18/11/18,Coral Garden,November,3,7,1,3,,,,,,621,305,Sand,Sand,Sand,abiotic,tess.moriarty,2020-06-30 12:32:58+00:00,
S01T03Q01.JPG,18/11/18,Coral Garden,November,3,7,1,3,,,,,,621,392,Rubble,Rubble,Rubble,abiotic,tess.moriarty,2020-06-30 12:32:58+00:00,
S01T03Q01.JPG,18/11/18,Coral Garden,November,3,7,1,3,,,,,,621,479,Rock,Rock,Rock,abiotic,tess.moriarty,2020-06-30 12:32:58+00:00,
S01T03Q01.JPG,18/11/18,Coral Garden,November,3,7,1,3,,,,,,621,567,Rock,Rock,Rock,abiotic,tess.moriarty,2020-06-30 12:32:58+00:00,
S01T03Q01.JPG,18/11/18,Coral Garden,November,3,7,1,3,,,,,,621,654,Rock,Rock,Rock,abiotic,tess.moriarty,2020-06-30 12:32:58+00:00,
S01T03Q02.JPG,18/11/18,Coral Garden,November,3,8,2,3,,,,,,36,35,Rock,Rock,Rock,abiotic,tess.moriarty,2020-06-30 12:36:09+00:00,
S01T03Q02.JPG,18/11/18,Coral Garden,November,3,8,2,3,,,,,,36,108,PocDam,PocDam,stony coral,stony coral,tess.moriarty,2020-06-30 12:36:10+00:00,
S01T03Q02.JPG,18/11/18,Coral Garden,November,3,8,2,3,,,,,,36,181,PocDam,PocDam,stony coral,stony coral,tess.moriarty,2020-06-30 12:36:10+00:00,
S01T03Q02.JPG,18/11/18,Coral Garden,November,3,8,2,3,,,,,,36,254,Rock,Rock,Rock,abiotic,tess.moriarty,2020-06-30 12:36:10+00:00,
S01T03Q02.JPG,18/11/18,Coral Garden,November,3,8,2,3,,,,,,36,326,Rock,Rock,Rock,abiotic,tess.moriarty,2020-06-30 12:36:10+00:00,
S01T03Q02.JPG,18/11/18,Coral Garden,November,3,8,2,3,,,,,,36,399,Rock,Rock,Rock,abiotic,tess.moriarty,2020-06-30 12:36:10+00:00,
S01T03Q02.JPG,18/11/18,Coral Garden,November,3,8,2,3,,,,,,36,472,Rock,Rock,Rock,abiotic,tess.moriarty,2020-06-30 12:36:10+00:00,
S01T03Q02.JPG,18/11/18,Coral Garden,November,3,8,2,3,,,,,,36,545,Rock,Rock,Rock,abiotic,tess.moriarty,2020-06-30 12:36:10+00:00,
S01T03Q02.JPG,18/11/18,Coral Garden,November,3,8,2,3,,,,,,109,35,Isopora,Isopora,stony coral,stony coral,tess.moriarty,2020-06-30 12:36:10+00:00,
S01T03Q02.JPG,18/11/18,Coral Garden,November,3,8,2,3,,,,,,109,108,Isopora,Isopora,stony coral,stony coral,tess.moriarty,2020-06-30 12:36:10+00:00,
S01T03Q02.JPG,18/11/18,Coral Garden,November,3,8,2,3,,,,,,109,181,Isopora,Isopora,stony coral,stony coral,tess.moriarty,2020-06-30 12:36:10+00:00,
S01T03Q02.JPG,18/11/18,Coral Garden,November,3,8,2,3,,,,,,109,254,Isopora,Isopora,stony coral,stony coral,tess.moriarty,2020-06-30 12:36:10+00:00,
S01T03Q02.JPG,18/11/18,Coral Garden,November,3,8,2,3,,,,,,109,326,PocDam,PocDam,stony coral,stony coral,tess.moriarty,2020-06-30 12:36:10+00:00,
S01T03Q02.JPG,18/11/18,Coral Garden,November,3,8,2,3,,,,,,109,399,Rubble,Rubble,Rubble,abiotic,tess.moriarty,2020-06-30 12:36:10+00:00,
S01T03Q02.JPG,18/11/18,Coral Garden,November,3,8,2,3,,,,,,109,472,Rock,Rock,Rock,abiotic,tess.moriarty,2020-06-30 12:36:10+00:00,
S01T03Q02.JPG,18/11/18,Coral Garden,November,3,8,2,3,,,,,,109,545,Rock,Rock,Rock,abiotic,tess.moriarty,2020-06-30 12:36:10+00:00,
S01T03Q02.JPG,18/11/18,Coral Garden,November,3,8,2,3,,,,,,182,35,Isopora,Isopora,stony coral,stony coral,tess.moriarty,2020-06-30 12:36:10+00:00,
S01T03Q02.JPG,18/11/18,Coral Garden,November,3,8,2,3,,,,,,182,108,Isopora,Isopora,stony coral,stony coral,tess.moriarty,2020-06-30 12:36:10+00:00,
S01T03Q02.JPG,18/11/18,Coral Garden,November,3,8,2,3,,,,,,182,181,Isopora,Isopora,stony coral,stony coral,tess.moriarty,2020-06-30 12:36:10+00:00,
S01T03Q02.JPG,18/11/18,Coral Garden,November,3,8,2,3,,,,,,182,254,Isopora,Isopora,stony coral,stony coral,tess.moriarty,2020-06-30 12:36:10+00:00,
S01T03Q02.JPG,18/11/18,Coral Garden,November,3,8,2,3,,,,,,182,326,Isopora,Isopora,stony coral,stony coral,tess.moriarty,2020-06-30 12:36:10+00:00,
S01T03Q02.JPG,18/11/18,Coral Garden,November,3,8,2,3,,,,,,182,399,Rock,Rock,Rock,abiotic,tess.moriarty,2020-06-30 12:36:10+00:00,
S01T03Q02.JPG,18/11/18,Coral Garden,November,3,8,2,3,,,,,,182,472,Rock,Rock,Rock,abiotic,tess.moriarty,2020-06-30 12:36:10+00:00,
S01T03Q02.JPG,18/11/18,Coral Garden,November,3,8,2,3,,,,,,182,545,Rock,Rock,Rock,abiotic,tess.moriarty,2020-06-30 12:36:10+00:00,
S01T03Q02.JPG,18/11/18,Coral Garden,November,3,8,2,3,,,,,,255,35,Isopora,Isopora,stony coral,stony coral,tess.moriarty,2020-06-30 12:36:10+00:00,
S01T03Q02.JPG,18/11/18,Coral Garden,November,3,8,2,3,,,,,,255,108,Isopora,Isopora,stony coral,stony coral,tess.moriarty,2020-06-30 12:36:10+00:00,
S01T03Q02.JPG,18/11/18,Coral Garden,November,3,8,2,3,,,,,,255,181,Isopora,Isopora,stony coral,stony coral,tess.moriarty,2020-06-30 12:36:10+00:00,
S01T03Q02.JPG,18/11/18,Coral Garden,November,3,8,2,3,,,,,,255,254,Isopora,Isopora,stony coral,stony coral,tess.moriarty,2020-06-30 12:36:10+00:00,
S01T03Q02.JPG,18/11/18,Coral Garden,November,3,8,2,3,,,,,,255,326,Isopora,Isopora,stony coral,stony coral,tess.moriarty,2020-06-30 12:36:10+00:00,
S01T03Q02.JPG,18/11/18,Coral Garden,November,3,8,2,3,,,,,,255,399,PocDam,PocDam,stony coral,stony coral,tess.moriarty,2020-06-30 12:36:10+00:00,
S01T03Q02.JPG,18/11/18,Coral Garden,November,3,8,2,3,,,,,,255,472,PocDam,PocDam,stony coral,stony coral,tess.moriarty,2020-06-30 12:36:10+00:00,
S01T03Q02.JPG,18/11/18,Coral Garden,November,3,8,2,3,,,,,,255,545,PocDam,PocDam,stony coral,stony coral,tess.moriarty,2020-06-30 12:36:10+00:00,
S01T03Q02.JPG,18/11/18,Coral Garden,November,3,8,2,3,,,,,,328,35,Isopora,Isopora,stony coral,stony coral,tess.moriarty,2020-06-30 12:36:10+00:00,
S01T03Q02.JPG,18/11/18,Coral Garden,November,3,8,2,3,,,,,,328,108,Isopora,Isopora,stony coral,stony coral,tess.moriarty,2020-06-30 12:36:10+00:00,
S01T03Q02.JPG,18/11/18,Coral Garden,November,3,8,2,3,,,,,,328,181,Isopora,Isopora,stony coral,stony coral,tess.moriarty,2020-06-30 12:36:10+00:00,
S01T03Q02.JPG,18/11/18,Coral Garden,November,3,8,2,3,,,,,,328,254,Isopora,Isopora,stony coral,stony coral,tess.moriarty,2020-06-30 12:36:10+00:00,
S01T03Q02.JPG,18/11/18,Coral Garden,November,3,8,2,3,,,,,,328,326,Isopora,Isopora,stony coral,stony coral,tess.moriarty,2020-06-30 12:36:10+00:00,
S01T03Q02.JPG,18/11/18,Coral Garden,November,3,8,2,3,,,,,,328,399,Isopora,Isopora,stony coral,stony coral,tess.moriarty,2020-06-30 12:36:10+00:00,
S01T03Q02.JPG,18/11/18,Coral Garden,November,3,8,2,3,,,,,,328,472,Rock,Rock,Rock,abiotic,tess.moriarty,2020-06-30 12:36:10+00:00,
S01T03Q02.JPG,18/11/18,Coral Garden,November,3,8,2,3,,,,,,328,545,Rock,Rock,Rock,abiotic,tess.moriarty,2020-06-30 12:36:10+00:00,
S01T03Q02.JPG,18/11/18,Coral Garden,November,3,8,2,3,,,,,,401,35,DeadAlg,DeadAlg,DeadAlg,algae,tess.moriarty,2020-06-30 12:36:10+00:00,
S01T03Q02.JPG,18/11/18,Coral Garden,November,3,8,2,3,,,,,,401,108,PocDam,PocDam,stony coral,stony coral,tess.moriarty,2020-06-30 12:36:10+00:00,
S01T03Q02.JPG,18/11/18,Coral Garden,November,3,8,2,3,,,,,,401,181,Isopora,Isopora,stony coral,stony coral,tess.moriarty,2020-06-30 12:36:10+00:00,
S01T03Q02.JPG,18/11/18,Coral Garden,November,3,8,2,3,,,,,,401,254,Isopora,Isopora,stony coral,stony coral,tess.moriarty,2020-06-30 12:36:10+00:00,
S01T03Q02.JPG,18/11/18,Coral Garden,November,3,8,2,3,,,,,,401,326,Isopora,Isopora,stony coral,stony coral,tess.moriarty,2020-06-30 12:36:10+00:00,
S01T03Q02.JPG,18/11/18,Coral Garden,November,3,8,2,3,,,,,,401,399,Isopora,Isopora,stony coral,stony coral,tess.moriarty,2020-06-30 12:36:10+00:00,
S01T03Q02.JPG,18/11/18,Coral Garden,November,3,8,2,3,,,,,,401,472,Isopora,Isopora,stony coral,stony coral,tess.moriarty,2020-06-30 12:36:10+00:00,
S01T03Q02.JPG,18/11/18,Coral Garden,November,3,8,2,3,,,,,,401,545,Rock,Rock,Rock,abiotic,tess.moriarty,2020-06-30 12:36:10+00:00,
S01T03Q02.JPG,18/11/18,Coral Garden,November,3,8,2,3,,,,,,474,35,PocDam,PocDam,stony coral,stony coral,tess.moriarty,2020-06-30 12:36:10+00:00,
S01T03Q02.JPG,18/11/18,Coral Garden,November,3,8,2,3,,,,,,474,108,PocDam,PocDam,stony coral,stony coral,tess.moriarty,2020-06-30 12:36:10+00:00,
S01T03Q02.JPG,18/11/18,Coral Garden,November,3,8,2,3,,,,,,474,181,Rock,Rock,Rock,abiotic,tess.moriarty,2020-06-30 12:36:10+00:00,
S01T03Q02.JPG,18/11/18,Coral Garden,November,3,8,2,3,,,,,,474,254,Isopora,Isopora,stony coral,stony coral,tess.moriarty,2020-06-30 12:36:10+00:00,
S01T03Q02.JPG,18/11/18,Coral Garden,November,3,8,2,3,,,,,,474,326,Isopora,Isopora,stony coral,stony coral,tess.moriarty,2020-06-30 12:36:10+00:00,
S01T03Q02.JPG,18/11/18,Coral Garden,November,3,8,2,3,,,,,,474,399,Sand,Sand,Sand,abiotic,tess.moriarty,2020-06-30 12:36:10+00:00,
S01T03Q02.JPG,18/11/18,Coral Garden,November,3,8,2,3,,,,,,474,472,Rock,Rock,Rock,abiotic,tess.moriarty,2020-06-30 12:36:10+00:00,
S01T03Q02.JPG,18/11/18,Coral Garden,November,3,8,2,3,,,,,,474,545,Rock,Rock,Rock,abiotic,tess.moriarty,2020-06-30 12:36:10+00:00,
S01T03Q02.JPG,18/11/18,Coral Garden,November,3,8,2,3,,,,,,547,35,Rock,Rock,Rock,abiotic,tess.moriarty,2020-06-30 12:36:10+00:00,
S01T03Q02.JPG,18/11/18,Coral Garden,November,3,8,2,3,,,,,,547,108,Sand,Sand,Sand,abiotic,tess.moriarty,2020-06-30 12:36:10+00:00,
S01T03Q02.JPG,18/11/18,Coral Garden,November,3,8,2,3,,,,,,547,181,Sand,Sand,Sand,abiotic,tess.moriarty,2020-06-30 12:36:10+00:00,
S01T03Q02.JPG,18/11/18,Coral Garden,November,3,8,2,3,,,,,,547,254,Sand,Sand,Sand,abiotic,tess.moriarty,2020-06-30 12:36:10+00:00,
S01T03Q02.JPG,18/11/18,Coral Garden,November,3,8,2,3,,,,,,547,326,Sand,Sand,Sand,abiotic,tess.moriarty,2020-06-30 12:36:10+00:00,
S01T03Q02.JPG,18/11/18,Coral Garden,November,3,8,2,3,,,,,,547,399,Sand,Sand,Sand,abiotic,tess.moriarty,2020-06-30 12:36:10+00:00,
S01T03Q02.JPG,18/11/18,Coral Garden,November,3,8,2,3,,,,,,547,472,Sand,Sand,Sand,abiotic,tess.moriarty,2020-06-30 12:36:10+00:00,
S01T03Q02.JPG,18/11/18,Coral Garden,November,3,8,2,3,,,,,,547,545,Sand,Sand,Sand,abiotic,tess.moriarty,2020-06-30 12:36:10+00:00,
S01T03Q03.JPG,18/11/18,Coral Garden,November,3,9,3,3,,,,,,22,21,PocDam,PocDam,stony coral,stony coral,tess.moriarty,2020-06-30 22:00:41+00:00,
S01T03Q03.JPG,18/11/18,Coral Garden,November,3,9,3,3,,,,,,22,64,Rock,Rock,Rock,abiotic,tess.moriarty,2020-06-30 22:00:41+00:00,
S01T03Q03.JPG,18/11/18,Coral Garden,November,3,9,3,3,,,,,,22,107,Sand,Sand,Sand,abiotic,tess.moriarty,2020-06-30 22:00:41+00:00,
S01T03Q03.JPG,18/11/18,Coral Garden,November,3,9,3,3,,,,,,22,150,Sand,Sand,Sand,abiotic,tess.moriarty,2020-06-30 22:00:41+00:00,
S01T03Q03.JPG,18/11/18,Coral Garden,November,3,9,3,3,,,,,,22,194,Sand,Sand,Sand,abiotic,tess.moriarty,2020-06-30 22:00:41+00:00,
S01T03Q03.JPG,18/11/18,Coral Garden,November,3,9,3,3,,,,,,22,237,Rubble,Rubble,Rubble,abiotic,tess.moriarty,2020-06-30 22:00:41+00:00,
S01T03Q03.JPG,18/11/18,Coral Garden,November,3,9,3,3,,,,,,22,280,Rubble,Rubble,Rubble,abiotic,tess.moriarty,2020-06-30 22:00:41+00:00,
S01T03Q03.JPG,18/11/18,Coral Garden,November,3,9,3,3,,,,,,22,323,Rubble,Rubble,Rubble,abiotic,tess.moriarty,2020-06-30 22:00:41+00:00,
S01T03Q03.JPG,18/11/18,Coral Garden,November,3,9,3,3,,,,,,69,21,PocDam,PocDam,stony coral,stony coral,tess.moriarty,2020-06-30 22:00:41+00:00,
S01T03Q03.JPG,18/11/18,Coral Garden,November,3,9,3,3,,,,,,69,64,PocDam,PocDam,stony coral,stony coral,tess.moriarty,2020-06-30 22:00:41+00:00,
S01T03Q03.JPG,18/11/18,Coral Garden,November,3,9,3,3,,,,,,69,107,PocDam,PocDam,stony coral,stony coral,tess.moriarty,2020-06-30 22:00:41+00:00,
S01T03Q03.JPG,18/11/18,Coral Garden,November,3,9,3,3,,,,,,69,150,Rubble,Rubble,Rubble,abiotic,tess.moriarty,2020-06-30 22:00:41+00:00,
S01T03Q03.JPG,18/11/18,Coral Garden,November,3,9,3,3,,,,,,69,194,Rubble,Rubble,Rubble,abiotic,tess.moriarty,2020-06-30 22:00:41+00:00,
S01T03Q03.JPG,18/11/18,Coral Garden,November,3,9,3,3,,,,,,69,237,Rubble,Rubble,Rubble,abiotic,tess.moriarty,2020-06-30 22:00:41+00:00,
S01T03Q03.JPG,18/11/18,Coral Garden,November,3,9,3,3,,,,,,69,280,Rubble,Rubble,Rubble,abiotic,tess.moriarty,2020-06-30 22:00:41+00:00,
S01T03Q03.JPG,18/11/18,Coral Garden,November,3,9,3,3,,,,,,69,323,Rubble,Rubble,Rubble,abiotic,tess.moriarty,2020-06-30 22:00:41+00:00,
S01T03Q03.JPG,18/11/18,Coral Garden,November,3,9,3,3,,,,,,116,21,PocDam,PocDam,stony coral,stony coral,tess.moriarty,2020-06-30 22:00:41+00:00,
S01T03Q03.JPG,18/11/18,Coral Garden,November,3,9,3,3,,,,,,116,64,PocDam,PocDam,stony coral,stony coral,tess.moriarty,2020-06-30 22:00:41+00:00,
S01T03Q03.JPG,18/11/18,Coral Garden,November,3,9,3,3,,,,,,116,107,Rubble,Rubble,Rubble,abiotic,tess.moriarty,2020-06-30 22:00:41+00:00,
S01T03Q03.JPG,18/11/18,Coral Garden,November,3,9,3,3,,,,,,116,150,Rubble,Rubble,Rubble,abiotic,tess.moriarty,2020-06-30 22:00:41+00:00,
S01T03Q03.JPG,18/11/18,Coral Garden,November,3,9,3,3,,,,,,116,194,Rubble,Rubble,Rubble,abiotic,tess.moriarty,2020-06-30 22:00:41+00:00,
