 ,Date,Site,Time,Transect,Quadrat,QuadratSite,TransectSite,Aux5,Height (cm),Latitude,Longitude,Comments,Row,Column,CoralTaxa,Taxa,Label,Group,Annotator,Date annotated,Machine suggestion 1
S01T01Q01.png,18/11/18,Coral Garden,November,1,1,1,1,,,,,,55,55,Macro,Macro,Macro,algae,tess.moriarty,2020-06-30 11:52:48+00:00,
S01T01Q01.png,18/11/18,Coral Garden,November,1,1,1,1,,,,,,55,166,Rubble,Rubble,Rubble,abiotic,tess.moriarty,2020-06-30 11:52:48+00:00,
S01T01Q01.png,18/11/18,Coral Garden,November,1,1,1,1,,,,,,55,277,Sand,Sand,Sand,abiotic,tess.moriarty,2020-06-30 11:52:48+00:00,
S01T01Q01.png,18/11/18,Coral Garden,November,1,1,1,1,,,,,,55,388,Rubble,Rubble,Rubble,abiotic,tess.moriarty,2020-06-30 11:52:48+00:00,
S01T01Q01.png,18/11/18,Coral Garden,November,1,1,1,1,,,,,,55,499,Rubble,Rubble,Rubble,abiotic,tess.moriarty,2020-06-30 11:52:48+00:00,
S01T01Q01.png,18/11/18,Coral Garden,November,1,1,1,1,,,,,,55,610,Rubble,Rubble,Rubble,abiotic,tess.moriarty,2020-06-30 11:52:48+00:00,
S01T01Q01.png,18/11/18,Coral Garden,November,1,1,1,1,,,,,,55,721,Rubble,Rubble,Rubble,abiotic,tess.moriarty,2020-06-30 11:52:48+00:00,
S01T01Q01.png,18/11/18,Coral Garden,November,1,1,1,1,,,,,,55,832,Rubble,Rubble,Rubble,abiotic,tess.moriarty,2020-06-30 11:52:48+00:00,
S01T01Q01.png,18/11/18,Coral Garden,November,1,1,1,1,,,,,,166,55,Sand,Sand,Sand,abiotic,tess.moriarty,2020-06-30 11:52:48+00:00,
S01T01Q01.png,18/11/18,Coral Garden,November,1,1,1,1,,,,,,166,166,Sand,Sand,Sand,abiotic,tess.moriarty,2020-06-30 11:52:48+00:00,
S01T01Q01.png,18/11/18,Coral Garden,November,1,1,1,1,,,,,,166,277,Rubble,Rubble,Rubble,abiotic,tess.moriarty,2020-06-30 11:52:48+00:00,
S01T01Q01.png,18/11/18,Coral Garden,November,1,1,1,1,,,,,,166,388,Rubble,Rubble,Rubble,abiotic,tess.moriarty,2020-06-30 11:52:48+00:00,
S01T01Q01.png,18/11/18,Coral Garden,November,1,1,1,1,,,,,,166,499,Rubble,Rubble,Rubble,abiotic,tess.moriarty,2020-06-30 11:52:48+00:00,
S01T01Q01.png,18/11/18,Coral Garden,November,1,1,1,1,,,,,,166,610,Rubble,Rubble,Rubble,abiotic,tess.moriarty,2020-06-30 11:52:48+00:00,
S01T01Q01.png,18/11/18,Coral Garden,November,1,1,1,1,,,,,,166,721,Rubble,Rubble,Rubble,abiotic,tess.moriarty,2020-06-30 11:52:48+00:00,
S01T01Q01.png,18/11/18,Coral Garden,November,1,1,1,1,,,,,,166,832,Sand,Sand,Sand,abiotic,tess.moriarty,2020-06-30 11:52:48+00:00,
S01T01Q01.png,18/11/18,Coral Garden,November,1,1,1,1,,,,,,278,55,Rubble,Rubble,Rubble,abiotic,tess.moriarty,2020-06-30 11:52:48+00:00,
S01T01Q01.png,18/11/18,Coral Garden,November,1,1,1,1,,,,,,278,166,Macro,Macro,Macro,algae,tess.moriarty,2020-06-30 11:52:48+00:00,
S01T01Q01.png,18/11/18,Coral Garden,November,1,1,1,1,,,,,,278,277,Rubble,Rubble,Rubble,abiotic,tess.moriarty,2020-06-30 11:52:48+00:00,
S01T01Q01.png,18/11/18,Coral Garden,November,1,1,1,1,,,,,,278,388,Sand,Sand,Sand,abiotic,tess.moriarty,2020-06-30 11:52:48+00:00,
S01T01Q01.png,18/11/18,Coral Garden,November,1,1,1,1,,,,,,278,499,Rubble,Rubble,Rubble,abiotic,tess.moriarty,2020-06-30 11:52:48+00:00,
S01T01Q01.png,18/11/18,Coral Garden,November,1,1,1,1,,,,,,278,610,Sand,Sand,Sand,abiotic,tess.moriarty,2020-06-30 11:52:48+00:00,
S01T01Q01.png,18/11/18,Coral Garden,November,1,1,1,1,,,,,,278,721,Rubble,Rubble,Rubble,abiotic,tess.moriarty,2020-06-30 11:52:48+00:00,
S01T01Q01.png,18/11/18,Coral Garden,November,1,1,1,1,,,,,,278,832,Rubble,Rubble,Rubble,abiotic,tess.moriarty,2020-06-30 11:52:48+00:00,
S01T01Q01.png,18/11/18,Coral Garden,November,1,1,1,1,,,,,,389,55,Rubble,Rubble,Rubble,abiotic,tess.moriarty,2020-06-30 11:52:48+00:00,
S01T01Q01.png,18/11/18,Coral Garden,November,1,1,1,1,,,,,,389,166,Rubble,Rubble,Rubble,abiotic,tess.moriarty,2020-06-30 11:52:48+00:00,
S01T01Q01.png,18/11/18,Coral Garden,November,1,1,1,1,,,,,,389,277,Rubble,Rubble,Rubble,abiotic,tess.moriarty,2020-06-30 11:52:48+00:00,
S01T01Q01.png,18/11/18,Coral Garden,November,1,1,1,1,,,,,,389,388,Rubble,Rubble,Rubble,abiotic,tess.moriarty,2020-06-30 11:52:48+00:00,
S01T01Q01.png,18/11/18,Coral Garden,November,1,1,1,1,,,,,,389,499,Sand,Sand,Sand,abiotic,tess.moriarty,2020-06-30 11:52:48+00:00,
S01T01Q01.png,18/11/18,Coral Garden,November,1,1,1,1,,,,,,389,610,Rubble,Rubble,Rubble,abiotic,tess.moriarty,2020-06-30 11:52:48+00:00,
S01T01Q01.png,18/11/18,Coral Garden,November,1,1,1,1,,,,,,389,721,Sand,Sand,Sand,abiotic,tess.moriarty,2020-06-30 11:52:48+00:00,
S01T01Q01.png,18/11/18,Coral Garden,November,1,1,1,1,,,,,,389,832,Sand,Sand,Sand,abiotic,tess.moriarty,2020-06-30 11:52:48+00:00,
S01T01Q01.png,18/11/18,Coral Garden,November,1,1,1,1,,,,,,501,55,Macro,Macro,Macro,algae,tess.moriarty,2020-06-30 11:52:48+00:00,
S01T01Q01.png,18/11/18,Coral Garden,November,1,1,1,1,,,,,,501,166,Macro,Macro,Macro,algae,tess.moriarty,2020-06-30 11:52:48+00:00,
S01T01Q01.png,18/11/18,Coral Garden,November,1,1,1,1,,,,,,501,277,Rubble,Rubble,Rubble,abiotic,tess.moriarty,2020-06-30 11:52:48+00:00,
S01T01Q01.png,18/11/18,Coral Garden,November,1,1,1,1,,,,,,501,388,Macro,Macro,Macro,algae,tess.moriarty,2020-06-30 11:52:48+00:00,
S01T01Q01.png,18/11/18,Coral Garden,November,1,1,1,1,,,,,,501,499,Sand,Sand,Sand,abiotic,tess.moriarty,2020-06-30 11:52:48+00:00,
S01T01Q01.png,18/11/18,Coral Garden,November,1,1,1,1,,,,,,501,610,Sand,Sand,Sand,abiotic,tess.moriarty,2020-06-30 11:52:48+00:00,
S01T01Q01.png,18/11/18,Coral Garden,November,1,1,1,1,,,,,,501,721,Sand,Sand,Sand,abiotic,tess.moriarty,2020-06-30 11:52:48+00:00,
S01T01Q01.png,18/11/18,Coral Garden,November,1,1,1,1,,,,,,501,832,Macro,Macro,Macro,algae,tess.moriarty,2020-06-30 11:52:48+00:00,
S01T01Q01.png,18/11/18,Coral Garden,November,1,1,1,1,,,,,,613,55,Macro,Macro,Macro,algae,tess.moriarty,2020-06-30 11:52:48+00:00,
S01T01Q01.png,18/11/18,Coral Garden,November,1,1,1,1,,,,,,613,166,Macro,Macro,Macro,algae,tess.moriarty,2020-06-30 11:52:48+00:00,
S01T01Q01.png,18/11/18,Coral Garden,November,1,1,1,1,,,,,,613,277,Rubble,Rubble,Rubble,abiotic,tess.moriarty,2020-06-30 11:52:48+00:00,
S01T01Q01.png,18/11/18,Coral Garden,November,1,1,1,1,,,,,,613,388,Macro,Macro,Macro,algae,tess.moriarty,2020-06-30 11:52:48+00:00,
S01T01Q01.png,18/11/18,Coral Garden,November,1,1,1,1,,,,,,613,499,Rubble,Rubble,Rubble,abiotic,tess.moriarty,2020-06-30 11:52:48+00:00,
S01T01Q01.png,18/11/18,Coral Garden,November,1,1,1,1,,,,,,613,610,Sand,Sand,Sand,abiotic,tess.moriarty,2020-06-30 11:52:48+00:00,
S01T01Q01.png,18/11/18,Coral Garden,November,1,1,1,1,,,,,,613,721,Macro,Macro,Macro,algae,tess.moriarty,2020-06-30 11:52:48+00:00,
S01T01Q01.png,18/11/18,Coral Garden,November,1,1,1,1,,,,,,613,832,Macro,Macro,Macro,algae,tess.moriarty,2020-06-30 11:52:48+00:00,
S01T01Q01.png,18/11/18,Coral Garden,November,1,1,1,1,,,,,,724,55,Sand,Sand,Sand,abiotic,tess.moriarty,2020-06-30 11:52:48+00:00,
S01T01Q01.png,18/11/18,Coral Garden,November,1,1,1,1,,,,,,724,166,Macro,Macro,Macro,algae,tess.moriarty,2020-06-30 11:52:48+00:00,
S01T01Q01.png,18/11/18,Coral Garden,November,1,1,1,1,,,,,,724,277,Rubble,Rubble,Rubble,abiotic,tess.moriarty,2020-06-30 11:52:48+00:00,
S01T01Q01.png,18/11/18,Coral Garden,November,1,1,1,1,,,,,,724,388,Macro,Macro,Macro,algae,tess.moriarty,2020-06-30 11:52:48+00:00,
S01T01Q01.png,18/11/18,Coral Garden,November,1,1,1,1,,,,,,724,499,Macro,Macro,Macro,algae,tess.moriarty,2020-06-30 11:52:48+00:00,
S01T01Q01.png,18/11/18,Coral Garden,November,1,1,1,1,,,,,,724,610,Macro,Macro,Macro,algae,tess.moriarty,2020-06-30 11:52:48+00:00,
S01T01Q01.png,18/11/18,Coral Garden,November,1,1,1,1,,,,,,724,721,Sand,Sand,Sand,abiotic,tess.moriarty,2020-06-30 11:52:48+00:00,
S01T01Q01.png,18/11/18,Coral Garden,November,1,1,1,1,,,,,,724,832,Sand,Sand,Sand,abiotic,tess.moriarty,2020-06-30 11:52:48+00:00,
S01T01Q01.png,18/11/18,Coral Garden,November,1,1,1,1,,,,,,836,55,Macro,Macro,Macro,algae,tess.moriarty,2020-06-30 11:52:48+00:00,
S01T01Q01.png,18/11/18,Coral Garden,November,1,1,1,1,,,,,,836,166,Macro,Macro,Macro,algae,tess.moriarty,2020-06-30 11:52:48+00:00,
S01T01Q01.png,18/11/18,Coral Garden,November,1,1,1,1,,,,,,836,277,Rubble,Rubble,Rubble,abiotic,tess.moriarty,2020-06-30 11:52:48+00:00,
S01T01Q01.png,18/11/18,Coral Garden,November,1,1,1,1,,,,,,836,388,Macro,Macro,Macro,algae,tess.moriarty,2020-06-30 11:52:48+00:00,
S01T01Q01.png,18/11/18,Coral Garden,November,1,1,1,1,,,,,,836,499,Macro,Macro,Macro,algae,tess.moriarty,2020-06-30 11:52:48+00:00,
S01T01Q01.png,18/11/18,Coral Garden,November,1,1,1,1,,,,,,836,610,Macro,Macro,Macro,algae,tess.moriarty,2020-06-30 11:52:48+00:00,
S01T01Q01.png,18/11/18,Coral Garden,November,1,1,1,1,,,,,,836,721,Macro,Macro,Macro,algae,tess.moriarty,2020-06-30 11:52:48+00:00,
S01T01Q01.png,18/11/18,Coral Garden,November,1,1,1,1,,,,,,836,832,Sand,Sand,Sand,abiotic,tess.moriarty,2020-06-30 11:52:48+00:00,
S01T01Q02.png,18/11/18,Coral Garden,November,1,2,2,1,,,,,,61,65,Rock,Rock,Rock,abiotic,tess.moriarty,2020-06-30 11:59:06+00:00,
S01T01Q02.png,18/11/18,Coral Garden,November,1,2,2,1,,,,,,61,135,Rubble,Rubble,Rubble,abiotic,tess.moriarty,2020-06-30 11:59:06+00:00,
S01T01Q02.png,18/11/18,Coral Garden,November,1,2,2,1,,,,,,61,206,Sand,Sand,Sand,abiotic,tess.moriarty,2020-06-30 11:59:06+00:00,
S01T01Q02.png,18/11/18,Coral Garden,November,1,2,2,1,,,,,,61,276,Rubble,Rubble,Rubble,abiotic,tess.moriarty,2020-06-30 11:59:06+00:00,
S01T01Q02.png,18/11/18,Coral Garden,November,1,2,2,1,,,,,,61,346,Rubble,Rubble,Rubble,abiotic,tess.moriarty,2020-06-30 11:59:06+00:00,
S01T01Q02.png,18/11/18,Coral Garden,November,1,2,2,1,,,,,,61,417,Rubble,Rubble,Rubble,abiotic,tess.moriarty,2020-06-30 11:59:06+00:00,
S01T01Q02.png,18/11/18,Coral Garden,November,1,2,2,1,,,,,,61,487,Rubble,Rubble,Rubble,abiotic,tess.moriarty,2020-06-30 11:59:06+00:00,
S01T01Q02.png,18/11/18,Coral Garden,November,1,2,2,1,,,,,,61,558,Rubble,Rubble,Rubble,abiotic,tess.moriarty,2020-06-30 11:59:06+00:00,
S01T01Q02.png,18/11/18,Coral Garden,November,1,2,2,1,,,,,,127,65,Sand,Sand,Sand,abiotic,tess.moriarty,2020-06-30 11:59:06+00:00,
S01T01Q02.png,18/11/18,Coral Garden,November,1,2,2,1,,,,,,127,135,Rubble,Rubble,Rubble,abiotic,tess.moriarty,2020-06-30 11:59:06+00:00,
S01T01Q02.png,18/11/18,Coral Garden,November,1,2,2,1,,,,,,127,206,Rubble,Rubble,Rubble,abiotic,tess.moriarty,2020-06-30 11:59:06+00:00,
S01T01Q02.png,18/11/18,Coral Garden,November,1,2,2,1,,,,,,127,276,Isopora,Isopora,stony coral,stony coral,tess.moriarty,2020-06-30 11:59:06+00:00,
S01T01Q02.png,18/11/18,Coral Garden,November,1,2,2,1,,,,,,127,346,Isopora,Isopora,stony coral,stony coral,tess.moriarty,2020-06-30 11:59:06+00:00,
S01T01Q02.png,18/11/18,Coral Garden,November,1,2,2,1,,,,,,127,417,Rubble,Rubble,Rubble,abiotic,tess.moriarty,2020-06-30 11:59:06+00:00,
S01T01Q02.png,18/11/18,Coral Garden,November,1,2,2,1,,,,,,127,487,Rubble,Rubble,Rubble,abiotic,tess.moriarty,2020-06-30 11:59:06+00:00,
S01T01Q02.png,18/11/18,Coral Garden,November,1,2,2,1,,,,,,127,558,Rubble,Rubble,Rubble,abiotic,tess.moriarty,2020-06-30 11:59:06+00:00,
S01T01Q02.png,18/11/18,Coral Garden,November,1,2,2,1,,,,,,194,65,Sand,Sand,Sand,abiotic,tess.moriarty,2020-06-30 11:59:06+00:00,
S01T01Q02.png,18/11/18,Coral Garden,November,1,2,2,1,,,,,,194,135,Rubble,Rubble,Rubble,abiotic,tess.moriarty,2020-06-30 11:59:06+00:00,
S01T01Q02.png,18/11/18,Coral Garden,November,1,2,2,1,,,,,,194,206,Rubble,Rubble,Rubble,abiotic,tess.moriarty,2020-06-30 11:59:06+00:00,
S01T01Q02.png,18/11/18,Coral Garden,November,1,2,2,1,,,,,,194,276,Sand,Sand,Sand,abiotic,tess.moriarty,2020-06-30 11:59:06+00:00,
S01T01Q02.png,18/11/18,Coral Garden,November,1,2,2,1,,,,,,194,346,Rubble,Rubble,Rubble,abiotic,tess.moriarty,2020-06-30 11:59:06+00:00,
S01T01Q02.png,18/11/18,Coral Garden,November,1,2,2,1,,,,,,194,417,Rubble,Rubble,Rubble,abiotic,tess.moriarty,2020-06-30 11:59:06+00:00,
S01T01Q02.png,18/11/18,Coral Garden,November,1,2,2,1,,,,,,194,487,Rubble,Rubble,Rubble,abiotic,tess.moriarty,2020-06-30 11:59:06+00:00,
S01T01Q02.png,18/11/18,Coral Garden,November,1,2,2,1,,,,,,194,558,Rubble,Rubble,Rubble,abiotic,tess.moriarty,2020-06-30 11:59:06+00:00,
S01T01Q02.png,18/11/18,Coral Garden,November,1,2,2,1,,,,,,260,65,Rubble,Rubble,Rubble,abiotic,tess.moriarty,2020-06-30 11:59:06+00:00,
S01T01Q02.png,18/11/18,Coral Garden,November,1,2,2,1,,,,,,260,135,Sand,Sand,Sand,abiotic,tess.moriarty,2020-06-30 11:59:06+00:00,
S01T01Q02.png,18/11/18,Coral Garden,November,1,2,2,1,,,,,,260,206,Sand,Sand,Sand,abiotic,tess.moriarty,2020-06-30 11:59:06+00:00,
S01T01Q02.png,18/11/18,Coral Garden,November,1,2,2,1,,,,,,260,276,Sand,Sand,Sand,abiotic,tess.moriarty,2020-06-30 11:59:06+00:00,
S01T01Q02.png,18/11/18,Coral Garden,November,1,2,2,1,,,,,,260,346,Macro,Macro,Macro,algae,tess.moriarty,2020-06-30 11:59:06+00:00,
S01T01Q02.png,18/11/18,Coral Garden,November,1,2,2,1,,,,,,260,417,Rubble,Rubble,Rubble,abiotic,tess.moriarty,2020-06-30 11:59:06+00:00,
S01T01Q02.png,18/11/18,Coral Garden,November,1,2,2,1,,,,,,260,487,Sand,Sand,Sand,abiotic,tess.moriarty,2020-06-30 11:59:06+00:00,
S01T01Q02.png,18/11/18,Coral Garden,November,1,2,2,1,,,,,,260,558,Macro,Macro,Macro,algae,tess.moriarty,2020-06-30 11:59:06+00:00,
S01T01Q02.png,18/11/18,Coral Garden,November,1,2,2,1,,,,,,326,65,Sand,Sand,Sand,abiotic,tess.moriarty,2020-06-30 11:59:06+00:00,
S01T01Q02.png,18/11/18,Coral Garden,November,1,2,2,1,,,,,,326,135,PocDam,PocDam,stony coral,stony coral,tess.moriarty,2020-06-30 11:59:06+00:00,
S01T01Q02.png,18/11/18,Coral Garden,November,1,2,2,1,,,,,,326,206,Sand,Sand,Sand,abiotic,tess.moriarty,2020-06-30 11:59:06+00:00,
S01T01Q02.png,18/11/18,Coral Garden,November,1,2,2,1,,,,,,326,276,Sand,Sand,Sand,abiotic,tess.moriarty,2020-06-30 11:59:06+00:00,
S01T01Q02.png,18/11/18,Coral Garden,November,1,2,2,1,,,,,,326,346,Macro,Macro,Macro,algae,tess.moriarty,2020-06-30 11:59:06+00:00,
S01T01Q02.png,18/11/18,Coral Garden,November,1,2,2,1,,,,,,326,417,Sand,Sand,Sand,abiotic,tess.moriarty,2020-06-30 11:59:06+00:00,
S01T01Q02.png,18/11/18,Coral Garden,November,1,2,2,1,,,,,,326,487,Rubble,Rubble,Rubble,abiotic,tess.moriarty,2020-06-30 11:59:06+00:00,
S01T01Q02.png,18/11/18,Coral Garden,November,1,2,2,1,,,,,,326,558,Macro,Macro,Macro,algae,tess.moriarty,2020-06-30 11:59:06+00:00,
S01T01Q02.png,18/11/18,Coral Garden,November,1,2,2,1,,,,,,393,65,Rock,Rock,Rock,abiotic,tess.moriarty,2020-06-30 11:59:06+00:00,
S01T01Q02.png,18/11/18,Coral Garden,November,1,2,2,1,,,,,,393,135,Rubble,Rubble,Rubble,abiotic,tess.moriarty,2020-06-30 11:59:06+00:00,
S01T01Q02.png,18/11/18,Coral Garden,November,1,2,2,1,,,,,,393,206,Sand,Sand,Sand,abiotic,tess.moriarty,2020-06-30 11:59:06+00:00,
S01T01Q02.png,18/11/18,Coral Garden,November,1,2,2,1,,,,,,393,276,Sand,Sand,Sand,abiotic,tess.moriarty,2020-06-30 11:59:06+00:00,
S01T01Q02.png,18/11/18,Coral Garden,November,1,2,2,1,,,,,,393,346,Sand,Sand,Sand,abiotic,tess.moriarty,2020-06-30 11:59:06+00:00,
S01T01Q02.png,18/11/18,Coral Garden,November,1,2,2,1,,,,,,393,417,Sand,Sand,Sand,abiotic,tess.moriarty,2020-06-30 11:59:06+00:00,
S01T01Q02.png,18/11/18,Coral Garden,November,1,2,2,1,,,,,,393,487,Sand,Sand,Sand,abiotic,tess.moriarty,2020-06-30 11:59:06+00:00,
S01T01Q02.png,18/11/18,Coral Garden,November,1,2,2,1,,,,,,393,558,Macro,Macro,Macro,algae,tess.moriarty,2020-06-30 11:59:06+00:00,
S01T01Q02.png,18/11/18,Coral Garden,November,1,2,2,1,,,,,,459,65,Rubble,Rubble,Rubble,abiotic,tess.moriarty,2020-06-30 11:59:06+00:00,
S01T01Q02.png,18/11/18,Coral Garden,November,1,2,2,1,,,,,,459,135,Isopora,Isopora,stony coral,stony coral,tess.moriarty,2020-06-30 11:59:06+00:00,
S01T01Q02.png,18/11/18,Coral Garden,November,1,2,2,1,,,,,,459,206,Isopora,Isopora,stony coral,stony coral,tess.moriarty,2020-06-30 11:59:06+00:00,
S01T01Q02.png,18/11/18,Coral Garden,November,1,2,2,1,,,,,,459,276,Rock,Rock,Rock,abiotic,tess.moriarty,2020-06-30 11:59:06+00:00,
S01T01Q02.png,18/11/18,Coral Garden,November,1,2,2,1,,,,,,459,346,Rock,Rock,Rock,abiotic,tess.moriarty,2020-06-30 11:59:06+00:00,
S01T01Q02.png,18/11/18,Coral Garden,November,1,2,2,1,,,,,,459,417,Sand,Sand,Sand,abiotic,tess.moriarty,2020-06-30 11:59:06+00:00,
S01T01Q02.png,18/11/18,Coral Garden,November,1,2,2,1,,,,,,459,487,Macro,Macro,Macro,algae,tess.moriarty,2020-06-30 11:59:06+00:00,
S01T01Q02.png,18/11/18,Coral Garden,November,1,2,2,1,,,,,,459,558,Macro,Macro,Macro,algae,tess.moriarty,2020-06-30 11:59:06+00:00,
S01T01Q02.png,18/11/18,Coral Garden,November,1,2,2,1,,,,,,526,65,Sand,Sand,Sand,abiotic,tess.moriarty,2020-06-30 11:59:06+00:00,
S01T01Q02.png,18/11/18,Coral Garden,November,1,2,2,1,,,,,,526,135,PocDam,PocDam,stony coral,stony coral,tess.moriarty,2020-06-30 11:59:06+00:00,
S01T01Q02.png,18/11/18,Coral Garden,November,1,2,2,1,,,,,,526,206,PocDam,PocDam,stony coral,stony coral,tess.moriarty,2020-06-30 11:59:06+00:00,
S01T01Q02.png,18/11/18,Coral Garden,November,1,2,2,1,,,,,,526,276,Macro,Macro,Macro,algae,tess.moriarty,2020-06-30 11:59:06+00:00,
S01T01Q02.png,18/11/18,Coral Garden,November,1,2,2,1,,,,,,526,346,Sand,Sand,Sand,abiotic,tess.moriarty,2020-06-30 11:59:06+00:00,
S01T01Q02.png,18/11/18,Coral Garden,November,1,2,2,1,,,,,,526,417,Rubble,Rubble,Rubble,abiotic,tess.moriarty,2020-06-30 11:59:06+00:00,
S01T01Q02.png,18/11/18,Coral Garden,November,1,2,2,1,,,,,,526,487,Rubble,Rubble,Rubble,abiotic,tess.moriarty,2020-06-30 11:59:06+00:00,
S01T01Q02.png,18/11/18,Coral Garden,November,1,2,2,1,,,,,,526,558,Rubble,Rubble,Rubble,abiotic,tess.moriarty,2020-06-30 11:59:06+00:00,
S01T01Q03.png,18/11/18,Coral Garden,November,1,3,3,1,,,,,,52,52,Soft,Soft,Soft,soft coral,tess.moriarty,2020-06-30 12:03:01+00:00,
S01T01Q03.png,18/11/18,Coral Garden,November,1,3,3,1,,,,,,52,157,Soft,Soft,Soft,soft coral,tess.moriarty,2020-06-30 12:03:01+00:00,
S01T01Q03.png,18/11/18,Coral Garden,November,1,3,3,1,,,,,,52,262,Soft,Soft,Soft,soft coral,tess.moriarty,2020-06-30 12:03:01+00:00,
S01T01Q03.png,18/11/18,Coral Garden,November,1,3,3,1,,,,,,52,368,Soft,Soft,Soft,soft coral,tess.moriarty,2020-06-30 12:03:01+00:00,
S01T01Q03.png,18/11/18,Coral Garden,November,1,3,3,1,,,,,,52,473,Soft,Soft,Soft,soft coral,tess.moriarty,2020-06-30 12:03:01+00:00,
S01T01Q03.png,18/11/18,Coral Garden,November,1,3,3,1,,,,,,52,578,Soft,Soft,Soft,soft coral,tess.moriarty,2020-06-30 12:03:01+00:00,
S01T01Q03.png,18/11/18,Coral Garden,November,1,3,3,1,,,,,,52,684,Soft,Soft,Soft,soft coral,tess.moriarty,2020-06-30 12:03:01+00:00,
S01T01Q03.png,18/11/18,Coral Garden,November,1,3,3,1,,,,,,52,789,Soft,Soft,Soft,soft coral,tess.moriarty,2020-06-30 12:03:01+00:00,
S01T01Q03.png,18/11/18,Coral Garden,November,1,3,3,1,,,,,,157,52,Soft,Soft,Soft,soft coral,tess.moriarty,2020-06-30 12:03:01+00:00,
S01T01Q03.png,18/11/18,Coral Garden,November,1,3,3,1,,,,,,157,157,Soft,Soft,Soft,soft coral,tess.moriarty,2020-06-30 12:03:01+00:00,
S01T01Q03.png,18/11/18,Coral Garden,November,1,3,3,1,,,,,,157,262,Soft,Soft,Soft,soft coral,tess.moriarty,2020-06-30 12:03:01+00:00,
S01T01Q03.png,18/11/18,Coral Garden,November,1,3,3,1,,,,,,157,368,Soft,Soft,Soft,soft coral,tess.moriarty,2020-06-30 12:03:01+00:00,
S01T01Q03.png,18/11/18,Coral Garden,November,1,3,3,1,,,,,,157,473,Soft,Soft,Soft,soft coral,tess.moriarty,2020-06-30 12:03:01+00:00,
S01T01Q03.png,18/11/18,Coral Garden,November,1,3,3,1,,,,,,157,578,Soft,Soft,Soft,soft coral,tess.moriarty,2020-06-30 12:03:01+00:00,
S01T01Q03.png,18/11/18,Coral Garden,November,1,3,3,1,,,,,,157,684,Soft,Soft,Soft,soft coral,tess.moriarty,2020-06-30 12:03:01+00:00,
S01T01Q03.png,18/11/18,Coral Garden,November,1,3,3,1,,,,,,157,789,ascidian,ascidian,ascidian,other invertebrate,tess.moriarty,2020-06-30 12:03:02+00:00,
S01T01Q03.png,18/11/18,Coral Garden,November,1,3,3,1,,,,,,262,52,ascidian,ascidian,ascidian,other invertebrate,tess.moriarty,2020-06-30 12:03:02+00:00,
S01T01Q03.png,18/11/18,Coral Garden,November,1,3,3,1,,,,,,262,157,Soft,Soft,Soft,soft coral,tess.moriarty,2020-06-30 12:03:02+00:00,
S01T01Q03.png,18/11/18,Coral Garden,November,1,3,3,1,,,,,,262,262,Soft,Soft,Soft,soft coral,tess.moriarty,2020-06-30 12:03:02+00:00,
S01T01Q03.png,18/11/18,Coral Garden,November,1,3,3,1,,,,,,262,368,Soft,Soft,Soft,soft coral,tess.moriarty,2020-06-30 12:03:02+00:00,
S01T01Q03.png,18/11/18,Coral Garden,November,1,3,3,1,,,,,,262,473,Soft,Soft,Soft,soft coral,tess.moriarty,2020-06-30 12:03:02+00:00,
S01T01Q03.png,18/11/18,Coral Garden,November,1,3,3,1,,,,,,262,578,Soft,Soft,Soft,soft coral,tess.moriarty,2020-06-30 12:03:02+00:00,
S01T01Q03.png,18/11/18,Coral Garden,November,1,3,3,1,,,,,,262,684,Soft,Soft,Soft,soft coral,tess.moriarty,2020-06-30 12:03:02+00:00,
S01T01Q03.png,18/11/18,Coral Garden,November,1,3,3,1,,,,,,262,789,Soft,Soft,Soft,soft coral,tess.moriarty,2020-06-30 12:03:02+00:00,
S01T01Q03.png,18/11/18,Coral Garden,November,1,3,3,1,,,,,,367,52,Soft,Soft,Soft,soft coral,tess.moriarty,2020-06-30 12:03:02+00:00,
S01T01Q03.png,18/11/18,Coral Garden,November,1,3,3,1,,,,,,367,157,ascidian,ascidian,ascidian,other invertebrate,tess.moriarty,2020-06-30 12:03:02+00:00,
S01T01Q03.png,18/11/18,Coral Garden,November,1,3,3,1,,,,,,367,262,Soft,Soft,Soft,soft coral,tess.moriarty,2020-06-30 12:03:02+00:00,
S01T01Q03.png,18/11/18,Coral Garden,November,1,3,3,1,,,,,,367,368,Soft,Soft,Soft,soft coral,tess.moriarty,2020-06-30 12:03:02+00:00,
S01T01Q03.png,18/11/18,Coral Garden,November,1,3,3,1,,,,,,367,473,Soft,Soft,Soft,soft coral,tess.moriarty,2020-06-30 12:03:02+00:00,
S01T01Q03.png,18/11/18,Coral Garden,November,1,3,3,1,,,,,,367,578,Soft,Soft,Soft,soft coral,tess.moriarty,2020-06-30 12:03:02+00:00,
S01T01Q03.png,18/11/18,Coral Garden,November,1,3,3,1,,,,,,367,684,Soft,Soft,Soft,soft coral,tess.moriarty,2020-06-30 12:03:02+00:00,
S01T01Q03.png,18/11/18,Coral Garden,November,1,3,3,1,,,,,,367,789,Rock,Rock,Rock,abiotic,tess.moriarty,2020-06-30 12:03:02+00:00,
S01T01Q03.png,18/11/18,Coral Garden,November,1,3,3,1,,,,,,472,52,PocDam,PocDam,stony coral,stony coral,tess.moriarty,2020-06-30 12:03:02+00:00,
