Date,Day,Month,Year,Surveyor,Site,Start Time,End Time,TransectSite,Transect,Growth form,Latitude,Longitude,Temperature,Taxa,Genera,Species,Color morph,Size,Health status,Unhealthy status,Unhealthy,Unhealthy ID,percentUH,Location on colony,Margins,Shapes,Structures affected,Lesion,Photo,Sample ID #,Notes
20/11/18,20,2018 November,2018,Tess,North Bay,2:38,3:12,8,20,Massive,,,,Other,Cythastrea,,Brown,L,Healthy,Healthy,Healthy,Healthy,,,,,,,,,
20/11/18,20,2018 November,2018,Tess,North Bay,2:38,3:12,8,20,Massive,,,,Other,Cythastrea,,Brown,L,Healthy,Healthy,Healthy,Healthy,,,,,,,,,
20/11/18,20,2018 November,2018,Tess,North Bay,2:38,3:12,8,20,Submassive,,,,Porites,Porites,sp.,,S,Healthy,Healthy,Healthy,Healthy,,,,,,,,,
20/11/18,20,2018 November,2018,Tess,North Bay,2:38,3:12,8,20,Submassive,,,,Porites,Porites,sp.,,S,Healthy,Healthy,Healthy,Healthy,,,,,,,,,
20/11/18,20,2018 November,2018,Tess,North Bay,2:38,3:12,8,20,Submassive,,,,Porites,Porites,sp.,,S,Healthy,Healthy,Healthy,Healthy,,,,,,,,,
20/11/18,20,2018 November,2018,Tess,North Bay,2:38,3:12,8,20,Submassive,,,,Porites,Porites,sp.,,S,Healthy,Healthy,Healthy,Healthy,,,,,,,,,
20/11/18,20,2018 November,2018,Tess,North Bay,2:38,3:12,8,20,Submassive,,,,Porites,Porites,sp.,,S,Healthy,Healthy,Healthy,Healthy,,,,,,,,,
20/11/18,20,2018 November,2018,Tess,North Bay,2:38,3:12,8,20,Submassive,,,,Porites,Porites,sp.,,S,Healthy,Healthy,Healthy,Healthy,,,,,,,,,
20/11/18,20,2018 November,2018,Tess,North Bay,2:38,3:12,8,20,Submassive,,,,Porites,Porites,sp.,,S,Healthy,Healthy,Healthy,Healthy,,,,,,,,,
20/11/18,20,2018 November,2018,Tess,North Bay,2:38,3:12,8,20,Submassive,,,,Porites,Porites,sp.,,S,Healthy,Healthy,Healthy,Healthy,,,,,,,,,
20/11/18,20,2018 November,2018,Tess,North Bay,2:38,3:12,8,20,Submassive,,,,Porites,Porites,sp.,,S,Healthy,Healthy,Healthy,Healthy,,,,,,,,,
20/11/18,20,2018 November,2018,Tess,North Bay,2:38,3:12,8,20,Submassive,,,,Porites,Porites,sp.,,M,Healthy,Healthy,Healthy,Healthy,,,,,,,,,
20/11/18,20,2018 November,2018,Tess,North Bay,2:38,3:12,8,20,Submassive,,,,Porites,Porites,sp.,,L,Healthy,Healthy,Healthy,Healthy,,,,,,,,,
20/11/18,20,2018 November,2018,Tess,North Bay,2:38,3:12,8,20,Massive,,,,Other,Paragoniastrea,sp.,,M,Healthy,Healthy,Healthy,Healthy,,,,,,,,,
